MOTA,MOTP,Frames,GT,IDF1,IDP,IDR,Rcll,Prcn,MT,PT,ML,FP,FN,IDsw,FM
0.2032520325203252,0.2898283440613239,123,123,0.6016260162601627,0.6016260162601627,0.6016260162601627,0.6016260162601627,0.6016260162601627,0,1,0,49,49,0,9
1.0,0.165592799833468,123,123,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
1.0,0.30880902741150784,123,123,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
0.07692307692307687,0.13627460332958422,26,26,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0,1,0,12,12,0,0
-0.040000000000000036,0.1669149817236086,50,50,0.48,0.48,0.48,0.48,0.48,0,1,0,26,26,0,2
0.03448275862068961,0.11159871050272527,29,29,0.5172413793103449,0.5172413793103449,0.5172413793103449,0.5172413793103449,0.5172413793103449,0,1,0,14,14,0,0
-0.9534883720930232,0.0,43,43,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0,0,1,42,42,0,0
-0.609375,0.09643264745927826,128,128,0.1953125,0.1953125,0.1953125,0.1953125,0.1953125,0,0,1,103,103,0,0
1.0,0.15436414595456355,153,153,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
-0.8289473684210527,0.3720682511762583,152,152,0.08552631578947369,0.08552631578947369,0.08552631578947369,0.08552631578947369,0.08552631578947369,0,0,1,139,139,0,6
1.0,0.14834372389422315,153,153,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
0.9204545454545454,0.2669974426979752,176,176,0.9602272727272727,0.9602272727272727,0.9602272727272727,0.9602272727272727,0.9602272727272727,1,0,0,7,7,0,5
1.0,0.09385324579594584,176,176,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
1.0,0.059366359074092406,176,176,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
1.0,0.1731518448323863,177,177,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
0.943502824858757,0.12788566570424537,177,177,0.9717514124293786,0.9717514124293786,0.9717514124293786,0.9717514124293786,0.9717514124293786,1,0,0,5,5,0,5
0.5254237288135593,0.15389183826225508,177,177,0.7627118644067796,0.7627118644067796,0.7627118644067796,0.7627118644067796,0.7627118644067796,0,1,0,42,42,0,8
1.0,0.12379877645314022,176,176,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
1.0,0.09342746081393945,198,198,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
1.0,0.1153567962026326,198,198,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
0.08974358974358976,0.1494805937763715,156,156,0.5448717948717948,0.5448717948717948,0.5448717948717948,0.5448717948717948,0.5448717948717948,0,1,0,71,71,0,0
0.1428571428571429,0.17684135360078732,182,182,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0,1,0,78,78,0,0
-0.903225806451613,0.24273915464112197,248,248,0.04838709677419355,0.04838709677419355,0.04838709677419355,0.04838709677419355,0.04838709677419355,0,0,1,236,236,0,0
-0.1244635193133048,0.20006407859043432,233,233,0.43776824034334766,0.43776824034334766,0.43776824034334766,0.43776824034334766,0.43776824034334766,0,1,0,131,131,0,21
-0.5691056910569106,0.16543457061503428,246,246,0.21544715447154472,0.21544715447154472,0.21544715447154472,0.21544715447154472,0.21544715447154472,0,1,0,193,193,0,8
1.0,0.1507869165019567,258,258,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
-0.9849624060150375,0.0,133,133,0.007518796992481203,0.007518796992481203,0.007518796992481203,0.007518796992481203,0.007518796992481203,0,0,1,132,132,0,0
-0.8409090909090908,0.186122536215609,88,88,0.07954545454545454,0.07954545454545454,0.07954545454545454,0.07954545454545454,0.07954545454545454,0,0,1,81,81,0,0
1.0,0.24065811639541906,126,126,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
-0.6984126984126984,0.11402416915532874,126,126,0.15079365079365079,0.15079365079365079,0.15079365079365079,0.15079365079365079,0.15079365079365079,0,0,1,107,107,0,0
1.0,0.19313725721527808,126,126,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
1.0,0.1517980448418817,126,126,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
1.0,0.20094850099515946,126,126,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
-0.8439716312056738,0.42631555962321066,564,564,0.07801418439716312,0.07801418439716312,0.07801418439716312,0.07801418439716312,0.07801418439716312,0,0,1,520,520,0,11
0.3726114649681529,0.29058807724499947,628,628,0.6863057324840764,0.6863057324840764,0.6863057324840764,0.6863057324840764,0.6863057324840764,0,1,0,197,197,0,24
-0.6000000000000001,0.40950796261628486,40,40,0.2,0.2,0.2,0.2,0.2,0,1,0,32,32,0,3
-0.8974358974358974,0.23096081063763876,78,78,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.05128205128205128,0,0,1,74,74,0,0
-0.96875,0.0,64,64,0.015625,0.015625,0.015625,0.015625,0.015625,0,0,1,63,63,0,0
-0.44881889763779537,0.25875206940469886,254,254,0.2755905511811024,0.2755905511811024,0.2755905511811024,0.2755905511811024,0.2755905511811024,0,1,0,184,184,0,8
1.0,0.07158910539495511,224,224,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
1.0,0.27123535884973055,57,57,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
0.9327731092436975,0.20664789415683943,119,119,0.9663865546218487,0.9663865546218487,0.9663865546218487,0.9663865546218487,0.9663865546218487,1,0,0,4,4,0,1
1.0,0.03492179171485298,192,192,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
1.0,0.07265598179425543,192,192,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
-0.9895833333333333,0.0,192,192,0.005208333333333333,0.005208333333333333,0.005208333333333333,0.005208333333333333,0.005208333333333333,0,0,1,191,191,0,0
-0.9926739926739927,0.0,273,273,0.003663003663003663,0.003663003663003663,0.003663003663003663,0.003663003663003663,0.003663003663003663,0,0,1,272,272,0,0
0.06713780918727918,0.24796405554378464,283,283,0.5335689045936396,0.5335689045936396,0.5335689045936396,0.5335689045936396,0.5335689045936396,0,1,0,132,132,0,6
1.0,0.1203894121214905,287,287,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
-0.03832752613240409,0.36550984500339384,287,287,0.4808362369337979,0.4808362369337979,0.4808362369337979,0.4808362369337979,0.4808362369337979,0,1,0,149,149,0,39
1.0,0.24321214910262312,2,2,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
0.711864406779661,0.3159915945801824,354,354,0.8559322033898306,0.8559322033898306,0.8559322033898306,0.8559322033898306,0.8559322033898306,1,0,0,51,51,0,20
1.0,0.0985969565824375,3,3,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
1.0,0.16662394209274167,365,365,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
1.0,0.22594318827503748,363,363,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
1.0,0.06693726012342431,364,364,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
-0.5494505494505495,0.4099129395577889,364,364,0.22527472527472528,0.22527472527472528,0.22527472527472528,0.22527472527472528,0.22527472527472528,0,1,0,282,282,0,28
-0.9945205479452055,0.0,365,365,0.0027397260273972603,0.0027397260273972603,0.0027397260273972603,0.0027397260273972603,0.0027397260273972603,0,0,1,364,364,0,0
0.35064935064935066,0.26089518948727525,231,231,0.6753246753246753,0.6753246753246753,0.6753246753246753,0.6753246753246753,0.6753246753246753,0,1,0,75,75,0,2
1.0,0.058305441267827725,233,233,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
-0.5833333333333333,0.2390113677571112,336,336,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0,1,0,266,266,0,12
-0.9236641221374047,0.30138189869910315,262,262,0.03816793893129771,0.03816793893129771,0.03816793893129771,0.03816793893129771,0.03816793893129771,0,0,1,252,252,0,1
1.0,0.011386131243403808,290,290,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
-0.9703703703703703,0.15011993304615295,270,270,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.014814814814814815,0,0,1,266,266,0,0
1.0,0.06828637594545864,297,297,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
1.0,0.33621471964842553,297,297,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
1.0,0.15929842936179966,297,297,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
1.0,0.13516300793299343,613,613,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
1.0,0.09560437907578599,596,596,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
-0.4589877835951135,0.3193099064840603,573,573,0.2705061082024433,0.2705061082024433,0.2705061082024433,0.2705061082024433,0.2705061082024433,0,1,0,418,418,0,19
-0.5161987041036717,0.29096708138789457,463,463,0.24190064794816415,0.24190064794816415,0.24190064794816415,0.24190064794816415,0.24190064794816415,0,1,0,351,351,0,8
-0.6599999999999999,0.26769513029824676,100,100,0.17,0.17,0.17,0.17,0.17,0,0,1,83,83,0,5
1.0,0.06610677334361546,104,104,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
0.2785098834262545,0.16798558856269968,15784,15784,0.6392549417131272,0.6392549417131272,0.6392549417131272,0.6392549417131272,0.6392549417131272,37,19,16,5694,5694,0,251
